HISSE_KODU,HisseTanim,SEKTOR_KODU,BHG_GRUP_KODU,PRICE_TL,ONERI,HEDEF_PD_YTL1,HEDEF_FIYAT,GETIRI_POT,TARIH,SHHE_TIP_KODU,SHHE_HS_KODU,SHHE_TARIH,SHHE_BDLI_ORAN,SHHE_BDLI_TUTAR,SHHE_BDLI_NOM_TUTAR,SHHE_RHK_ORAN,SHHE_RHK_TUTAR,SHHE_RHK_NOM_TUTAR,SHHE_BDSZ_IK_ORAN,SHHE_BDSZ_IK_TUTAR,SHHE_BDSZ_TM_ORAN,SHHE_BDSZ_TM_TUTAR,SHHE_BDSZ_BU_ORAN,SHHE_BDSZ_BU_TUTAR,SHHE_NM_SER_CARPANI,SHHE_NAKIT_TM_ORAN,SHHE_NAKIT_TM_TUTAR,SHHE_FIYAT_AYAR_OR,SHHE_ACIKLAMA,SHHE_AYAR_KUL,SHHE_NAKIT_TM_ORAN_NET,HSP_BOLUNME_ONCESI_SERMAYE,HSP_BOLUNME_SONRASI_SERMAYE,SHT_KODU,SHT_TANIMI,SHT_TANIMI_YD,SPLIT_RATIO
DOAS,Doğuş Otomotiv,31,9,184.9,TUT,52238.86,237.44936363636364,0.284204238163134,1761782400000,4,DOAS,2021-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,136.36363,300000000,0.9506286766608011,,H,115.90908,220000000,220000000,4,Nakit Temettü,Cash Dividend,1.0
DOAS,Doğuş Otomotiv,31,9,184.9,TUT,52238.86,237.44936363636364,0.284204238163134,1761782400000,4,DOAS,2021-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,136.36363,300000000,0.9488508627156781,,H,115.90908,220000000,220000000,4,Nakit Temettü,Cash Dividend,1.0
DOAS,Doğuş Otomotiv,31,9,184.9,TUT,52238.86,237.44936363636364,0.284204238163134,1761782400000,4,DOAS,2022-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,568.18181,1250000000,0.9200869457127131,,H,511.36362,220000000,220000000,4,Nakit Temettü,Cash Dividend,1.0
DOAS,Doğuş Otomotiv,31,9,184.9,TUT,52238.86,237.44936363636364,0.284204238163134,1761782400000,4,DOAS,2022-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,409.0909,900000000,0.9718837869415801,,H,368.18181,220000000,220000000,4,Nakit Temettü,Cash Dividend,1.0
DOAS,Doğuş Otomotiv,31,9,184.9,TUT,52238.86,237.44936363636364,0.284204238163134,1761782400000,4,DOAS,2023-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,909.0909,2000000000,0.931749930895268,,H,818.18181,220000000,220000000,4,Nakit Temettü,Cash Dividend,1.0
DOAS,Doğuş Otomotiv,31,9,184.9,TUT,52238.86,237.44936363636364,0.284204238163134,1761782400000,4,DOAS,2023-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0,1136.36363,2500000000,0.9653547682926831,,H,1022.72726,220000000,220000000,4,Nakit Temettü,Cash Dividend,1.0
DOAS,Doğuş Otomotiv,31,9,184.9,TUT,52238.86,237.44936363636364,0.284204238163134,1761782400000,4,DOAS,2023-11-24,0,0,0,0,0,0,0,0,0,0,0,0,0,568.18181,1250000000,0.9785995555555551,,H,511.36362,220000000,220000000,4,Nakit Temettü,Cash Dividend,1.0
DOAS,Doğuş Otomotiv,31,9,184.9,TUT,52238.86,237.44936363636364,0.284204238163134,1761782400000,4,DOAS,2024-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,4090.90909,9000000000,0.8947676115755621,,H,3681.81818,220000000,220000000,4,Nakit Temettü,Cash Dividend,1.0
DOAS,Doğuş Otomotiv,31,9,184.9,TUT,52238.86,237.44936363636364,0.284204238163134,1761782400000,4,DOAS,2024-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0,2200000000,0.9582114505865671,,H,900.0,220000000,220000000,4,Nakit Temettü,Cash Dividend,1.0
DOAS,Doğuş Otomotiv,31,9,184.9,TUT,52238.86,237.44936363636364,0.284204238163134,1761782400000,4,DOAS,2025-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,2727.27272,6000000000,0.8811645882352941,,H,2318.18181,220000000,220000000,4,Nakit Temettü,Cash Dividend,1.0
